"","Code","Chapter","Symptom","adl","attachment","attention","avoidance","behavior","cogdev","communication","prereq","concentration","delusion","detachment","duration","feeling","hallucination","iho","impulse","motor","onset","orientation","rigidity","risk","self.concept","self.harm","sensory","sleep","sexual","somatic","substance","thought"
"177","F18.20_16",16,"A great deal of time is spent in activities necessary to obtain the inhalant substance, use it, or recover from its effects..A great deal of time is spent in activities necessary to obtain the inhalant substance, use it, or recover from its effects..Craving, or a strong desire or urge to use the inhalant substance..Craving, or a strong desire or urge to use the inhalant substance..Recurrent use of the inhalant substance in situations in which it is physically hazardous..Recurrent use of the inhalant substance in situations in which it is physically hazardous..Use of the inhalant substance is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by the substance..Use of the inhalant substance is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by the substance..Continued use of the inhalant substance despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of its use..Continued use of the inhalant substance despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of its use..A need for markedly increased amounts of the inhalant substance to achieve intoxication or desired effect..A need for markedly increased amounts of the inhalant substance to achieve intoxication or desired effect..There is a persistent desire or unsuccessful efforts to cut down or control use of the inhalant substance..There is a persistent desire or unsuccessful efforts to cut down or control use of the inhalant substance..A markedly diminished effect with continued use of the same amount of the inhalant substance..A markedly diminished effect with continued use of the same amount of the inhalant substance..Tolerance, as defined by either of the following:.Tolerance, as defined by either of the following:.Recurrent use of the inhalant substance resulting in a failure to fulfill major role obligations at work, school, or home..Recurrent use of the inhalant substance resulting in a failure to fulfill major role obligations at work, school, or home..Important social, occupational, or recreational activities are given up or reduced because of use of the inhalant substance..Important social, occupational, or recreational activities are given up or reduced because of use of the inhalant substance..A problematic pattern of use of a hydrocarbon-based inhalant substance leading to clinically significant impairment or distress, as manifested by at least two of the following, occurring within a 12-month period:.A problematic pattern of use of a hydrocarbon-based inhalant substance leading to clinically significant impairment or distress, as manifested by at least two of the following, occurring within a 12-month period:.The inhalant substance is often taken in larger amounts or over a longer period than was intended..The inhalant substance is often taken in larger amounts or over a longer period than was intended.",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"178","F18.20_16",16,"A great deal of time is spent in activities necessary to obtain the inhalant substance, use it, or recover from its effects..A great deal of time is spent in activities necessary to obtain the inhalant substance, use it, or recover from its effects..Craving, or a strong desire or urge to use the inhalant substance..Craving, or a strong desire or urge to use the inhalant substance..Recurrent use of the inhalant substance in situations in which it is physically hazardous..Recurrent use of the inhalant substance in situations in which it is physically hazardous..Use of the inhalant substance is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by the substance..Use of the inhalant substance is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by the substance..Continued use of the inhalant substance despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of its use..Continued use of the inhalant substance despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of its use..A need for markedly increased amounts of the inhalant substance to achieve intoxication or desired effect..A need for markedly increased amounts of the inhalant substance to achieve intoxication or desired effect..There is a persistent desire or unsuccessful efforts to cut down or control use of the inhalant substance..There is a persistent desire or unsuccessful efforts to cut down or control use of the inhalant substance..A markedly diminished effect with continued use of the same amount of the inhalant substance..A markedly diminished effect with continued use of the same amount of the inhalant substance..Tolerance, as defined by either of the following:.Tolerance, as defined by either of the following:.Recurrent use of the inhalant substance resulting in a failure to fulfill major role obligations at work, school, or home..Recurrent use of the inhalant substance resulting in a failure to fulfill major role obligations at work, school, or home..Important social, occupational, or recreational activities are given up or reduced because of use of the inhalant substance..Important social, occupational, or recreational activities are given up or reduced because of use of the inhalant substance..A problematic pattern of use of a hydrocarbon-based inhalant substance leading to clinically significant impairment or distress, as manifested by at least two of the following, occurring within a 12-month period:.A problematic pattern of use of a hydrocarbon-based inhalant substance leading to clinically significant impairment or distress, as manifested by at least two of the following, occurring within a 12-month period:.The inhalant substance is often taken in larger amounts or over a longer period than was intended..The inhalant substance is often taken in larger amounts or over a longer period than was intended.",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"179","F19.20_16",16,"A great deal of time is spent in activities necessary to obtain the substance, use the substance, or recover from its effects..A great deal of time is spent in activities necessary to obtain the substance, use the substance, or recover from its effects..The substance (or a closely related substance) is taken to relieve or avoid withdrawal symptoms..The substance (or a closely related substance) is taken to relieve or avoid withdrawal symptoms..Recurrent use of the substance in situations in which it is physically hazardous..Recurrent use of the substance in situations in which it is physically hazardous..Use of the substance is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by the substance..Use of the substance is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by the substance..Craving, or a strong desire or urge to use the substance..Craving, or a strong desire or urge to use the substance..A need for markedly increased amounts of the substance to achieve intoxication or desired effect..A need for markedly increased amounts of the substance to achieve intoxication or desired effect..A markedly diminished effect with continued use of the same amount of the substance..A markedly diminished effect with continued use of the same amount of the substance..There is a persistent desire or unsuccessful efforts to cut down or control use of the substance..There is a persistent desire or unsuccessful efforts to cut down or control use of the substance..Tolerance, as defined by either of the following:.Tolerance, as defined by either of the following:.Withdrawal, as manifested by either of the following:.Withdrawal, as manifested by either of the following:.The characteristic withdrawal syndrome for other (or unknown) substance (refer to Criteria A and B of the criteria sets for other [or unknown] substance withdrawal, p.583)..The characteristic withdrawal syndrome for other (or unknown) substance (refer to Criteria A and B of the criteria sets for other [or unknown] substance withdrawal, p.583)..Important social, occupational, or recreational activities are given up or reduced because of use of the substance..Important social, occupational, or recreational activities are given up or reduced because of use of the substance..Continued use of the substance despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of its use..Continued use of the substance despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of its use..Recurrent use of the substance resulting in a failure to fulfill major role obligations at work, school, or home..Recurrent use of the substance resulting in a failure to fulfill major role obligations at work, school, or home..The substance is often taken in larger amounts or over a longer period than was intended..The substance is often taken in larger amounts or over a longer period than was intended.",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"180","F19.20_16",16,"A great deal of time is spent in activities necessary to obtain the substance, use the substance, or recover from its effects..A great deal of time is spent in activities necessary to obtain the substance, use the substance, or recover from its effects..The substance (or a closely related substance) is taken to relieve or avoid withdrawal symptoms..The substance (or a closely related substance) is taken to relieve or avoid withdrawal symptoms..Recurrent use of the substance in situations in which it is physically hazardous..Recurrent use of the substance in situations in which it is physically hazardous..Use of the substance is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by the substance..Use of the substance is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by the substance..Craving, or a strong desire or urge to use the substance..Craving, or a strong desire or urge to use the substance..A need for markedly increased amounts of the substance to achieve intoxication or desired effect..A need for markedly increased amounts of the substance to achieve intoxication or desired effect..A markedly diminished effect with continued use of the same amount of the substance..A markedly diminished effect with continued use of the same amount of the substance..There is a persistent desire or unsuccessful efforts to cut down or control use of the substance..There is a persistent desire or unsuccessful efforts to cut down or control use of the substance..Tolerance, as defined by either of the following:.Tolerance, as defined by either of the following:.Withdrawal, as manifested by either of the following:.Withdrawal, as manifested by either of the following:.The characteristic withdrawal syndrome for other (or unknown) substance (refer to Criteria A and B of the criteria sets for other [or unknown] substance withdrawal, p.583)..The characteristic withdrawal syndrome for other (or unknown) substance (refer to Criteria A and B of the criteria sets for other [or unknown] substance withdrawal, p.583)..Important social, occupational, or recreational activities are given up or reduced because of use of the substance..Important social, occupational, or recreational activities are given up or reduced because of use of the substance..Continued use of the substance despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of its use..Continued use of the substance despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of its use..Recurrent use of the substance resulting in a failure to fulfill major role obligations at work, school, or home..Recurrent use of the substance resulting in a failure to fulfill major role obligations at work, school, or home..The substance is often taken in larger amounts or over a longer period than was intended..The substance is often taken in larger amounts or over a longer period than was intended.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"181","F44.4_9",9,"The symptom or deficit causes clinically significant distress or impairment in social, occupational, or other important areas of functioning or warrants medical evaluation..The symptom or deficit causes clinically significant distress or impairment in social, occupational, or other important areas of functioning or warrants medical evaluation..The symptom or deficit causes clinically significant distress or impairment in social, occupational, or other important areas of functioning or warrants medical evaluation..One or more symptoms of altered voluntary motor or sensory function..One or more symptoms of altered voluntary motor or sensory function..One or more symptoms of altered voluntary motor or sensory function..Clinical findings provide evidence of incompatibility between the symptom and recognized neurological or medical conditions..Clinical findings provide evidence of incompatibility between the symptom and recognized neurological or medical conditions..Clinical findings provide evidence of incompatibility between the symptom and recognized neurological or medical conditions.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"182","F44.4_9",9,"The symptom or deficit causes clinically significant distress or impairment in social, occupational, or other important areas of functioning or warrants medical evaluation..The symptom or deficit causes clinically significant distress or impairment in social, occupational, or other important areas of functioning or warrants medical evaluation..The symptom or deficit causes clinically significant distress or impairment in social, occupational, or other important areas of functioning or warrants medical evaluation..One or more symptoms of altered voluntary motor or sensory function..One or more symptoms of altered voluntary motor or sensory function..One or more symptoms of altered voluntary motor or sensory function..Clinical findings provide evidence of incompatibility between the symptom and recognized neurological or medical conditions..Clinical findings provide evidence of incompatibility between the symptom and recognized neurological or medical conditions..Clinical findings provide evidence of incompatibility between the symptom and recognized neurological or medical conditions.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"183","F44.5_9",9,"The symptom or deficit causes clinically significant distress or impairment in social, occupational, or other important areas of functioning or warrants medical evaluation..One or more symptoms of altered voluntary motor or sensory function..Clinical findings provide evidence of incompatibility between the symptom and recognized neurological or medical conditions.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"184","F44.5_9",9,"The symptom or deficit causes clinically significant distress or impairment in social, occupational, or other important areas of functioning or warrants medical evaluation..One or more symptoms of altered voluntary motor or sensory function..Clinical findings provide evidence of incompatibility between the symptom and recognized neurological or medical conditions.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"185","F44.6_9",9,"The symptom or deficit causes clinically significant distress or impairment in social, occupational, or other important areas of functioning or warrants medical evaluation..The symptom or deficit causes clinically significant distress or impairment in social, occupational, or other important areas of functioning or warrants medical evaluation..One or more symptoms of altered voluntary motor or sensory function..One or more symptoms of altered voluntary motor or sensory function..Clinical findings provide evidence of incompatibility between the symptom and recognized neurological or medical conditions..Clinical findings provide evidence of incompatibility between the symptom and recognized neurological or medical conditions.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"186","F44.6_9",9,"The symptom or deficit causes clinically significant distress or impairment in social, occupational, or other important areas of functioning or warrants medical evaluation..The symptom or deficit causes clinically significant distress or impairment in social, occupational, or other important areas of functioning or warrants medical evaluation..One or more symptoms of altered voluntary motor or sensory function..One or more symptoms of altered voluntary motor or sensory function..Clinical findings provide evidence of incompatibility between the symptom and recognized neurological or medical conditions..Clinical findings provide evidence of incompatibility between the symptom and recognized neurological or medical conditions.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"187","F44.7_9",9,"The symptom or deficit causes clinically significant distress or impairment in social, occupational, or other important areas of functioning or warrants medical evaluation..One or more symptoms of altered voluntary motor or sensory function..Clinical findings provide evidence of incompatibility between the symptom and recognized neurological or medical conditions.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"188","F44.7_9",9,"The symptom or deficit causes clinically significant distress or impairment in social, occupational, or other important areas of functioning or warrants medical evaluation..One or more symptoms of altered voluntary motor or sensory function..Clinical findings provide evidence of incompatibility between the symptom and recognized neurological or medical conditions.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"189","F06.2_2",2,"Prominent hallucinations or delusions..The disturbance does not occur exclusively during the course of a delirium..There is evidence from the history, physical examination, or laboratory findings that the disturbance is the direct pathophysiological consequence of another medical condition.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190","F06.2_2",2,"Prominent hallucinations or delusions..The disturbance does not occur exclusively during the course of a delirium..There is evidence from the history, physical examination, or laboratory findings that the disturbance is the direct pathophysiological consequence of another medical condition.",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191","F10.10_16",16,"A great deal of time is spent in activities necessary to obtain alcohol, use alcohol, or recover from its effects..Important social, occupational, or recreational activities are given up or reduced because of alcohol use..Alcohol (or a closely related substance, such as a benzodiazepine) is taken to relieve or avoid withdrawal symptoms..Craving, or a strong desire or urge to use alcohol..Recurrent alcohol use in situations in which it is physically hazardous..Continued alcohol use despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of alcohol..Alcohol use is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by alcohol..A need for markedly increased amounts of alcohol to achieve intoxication or desired effect..A markedly diminished effect with continued use of the same amount of alcohol..There is a persistent desire or unsuccessful efforts to cut down or control alcohol use..The characteristic withdrawal syndrome for alcohol (refer to Criteria A and B of the criteria set for alcohol withdrawal, pp. 499500)..Withdrawal, as manifested by either of the following:.Tolerance, as defined by either of the following:.Recurrent alcohol use resulting in a failure to fulfill major role obligations at work, school, or home..A problematic pattern of alcohol use leading to clinically significant impairment or distress, as manifested by at least two of the following, occurring within a 12-month period:.Alcohol is often taken in larger amounts or over a longer period than was intended.",1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"192","F10.10_16",16,"A great deal of time is spent in activities necessary to obtain alcohol, use alcohol, or recover from its effects..Important social, occupational, or recreational activities are given up or reduced because of alcohol use..Alcohol (or a closely related substance, such as a benzodiazepine) is taken to relieve or avoid withdrawal symptoms..Craving, or a strong desire or urge to use alcohol..Recurrent alcohol use in situations in which it is physically hazardous..Continued alcohol use despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of alcohol..Alcohol use is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by alcohol..A need for markedly increased amounts of alcohol to achieve intoxication or desired effect..A markedly diminished effect with continued use of the same amount of alcohol..There is a persistent desire or unsuccessful efforts to cut down or control alcohol use..The characteristic withdrawal syndrome for alcohol (refer to Criteria A and B of the criteria set for alcohol withdrawal, pp. 499500)..Withdrawal, as manifested by either of the following:.Tolerance, as defined by either of the following:.Recurrent alcohol use resulting in a failure to fulfill major role obligations at work, school, or home..A problematic pattern of alcohol use leading to clinically significant impairment or distress, as manifested by at least two of the following, occurring within a 12-month period:.Alcohol is often taken in larger amounts or over a longer period than was intended.",1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"193","F13.10_16",16,"A great deal of time is spent in activities necessary to obtain the sedative, hypnotic, or anxiolytic; use the sedative, hypnotic, or anxiolytic; or recover from its effects..Important social, occupational, or recreational activities are given up or reduced because of sedative, hypnotic, or anxiolytic use..Sedatives, hypnotics, or anxiolytics (or a closely related substance, such as alcohol) are taken to relieve or avoid withdrawal symptoms..Craving, or a strong desire or urge to use the sedative, hypnotic, or anxiolytic..Sedative, hypnotic, or anxiolytic use is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by the sedative, hypnotic, or anxiolytic..Continued sedative, hypnotic, or anxiolytic use despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of sedatives, hypnotics, or anxiolytics (e.g., arguments with a spouse about consequences of intoxication; physical fights)..Recurrent sedative, hypnotic, or anxiolytic use in situations in which it is physically hazardous (e.g., driving an automobile or operating a machine when impaired by sedative, hypnotic, or anxiolytic use)..A need for markedly increased amounts of the sedative, hypnotic, or anxiolytic to achieve intoxication or desired effect..There is a persistent desire or unsuccessful efforts to cut down or control sedative, hypnotic, or anxiolytic use..A markedly diminished effect with continued use of the same amount of the sedative, hypnotic, or anxiolytic..Withdrawal, as manifested by either of the following:.The characteristic withdrawal syndrome for sedatives, hypnotics, or anxiolytics (refer to Criteria A and B of the criteria set for sedative, hypnotic, or anxiolytic withdrawal, pp. 557558)..Tolerance, as defined by either of the following:.Recurrent sedative, hypnotic, or anxiolytic use resulting in a failure to fulfill major role obligations at work, school, or home (e.g., repeated absences from work or poor work performance related to sedative, hypnotic, or anxiolytic use; sedative-, hypnotic-, or anxiolytic-related absences, suspensions, or expulsions from school; neglect of children or household)..A problematic pattern of sedative, hypnotic, or anxiolytic use leading to clinically significant impairment or distress, as manifested by at least two of the following, occurring within a 12-month period:.Sedatives, hypnotics, or anxiolytics are often taken in larger amounts or over a longer period than was intended.",1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"194","F13.10_16",16,"A great deal of time is spent in activities necessary to obtain the sedative, hypnotic, or anxiolytic; use the sedative, hypnotic, or anxiolytic; or recover from its effects..Important social, occupational, or recreational activities are given up or reduced because of sedative, hypnotic, or anxiolytic use..Sedatives, hypnotics, or anxiolytics (or a closely related substance, such as alcohol) are taken to relieve or avoid withdrawal symptoms..Craving, or a strong desire or urge to use the sedative, hypnotic, or anxiolytic..Sedative, hypnotic, or anxiolytic use is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by the sedative, hypnotic, or anxiolytic..Continued sedative, hypnotic, or anxiolytic use despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of sedatives, hypnotics, or anxiolytics (e.g., arguments with a spouse about consequences of intoxication; physical fights)..Recurrent sedative, hypnotic, or anxiolytic use in situations in which it is physically hazardous (e.g., driving an automobile or operating a machine when impaired by sedative, hypnotic, or anxiolytic use)..A need for markedly increased amounts of the sedative, hypnotic, or anxiolytic to achieve intoxication or desired effect..There is a persistent desire or unsuccessful efforts to cut down or control sedative, hypnotic, or anxiolytic use..A markedly diminished effect with continued use of the same amount of the sedative, hypnotic, or anxiolytic..Withdrawal, as manifested by either of the following:.The characteristic withdrawal syndrome for sedatives, hypnotics, or anxiolytics (refer to Criteria A and B of the criteria set for sedative, hypnotic, or anxiolytic withdrawal, pp. 557558)..Tolerance, as defined by either of the following:.Recurrent sedative, hypnotic, or anxiolytic use resulting in a failure to fulfill major role obligations at work, school, or home (e.g., repeated absences from work or poor work performance related to sedative, hypnotic, or anxiolytic use; sedative-, hypnotic-, or anxiolytic-related absences, suspensions, or expulsions from school; neglect of children or household)..A problematic pattern of sedative, hypnotic, or anxiolytic use leading to clinically significant impairment or distress, as manifested by at least two of the following, occurring within a 12-month period:.Sedatives, hypnotics, or anxiolytics are often taken in larger amounts or over a longer period than was intended.",1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"195","F16.10_16",16,"A great deal of time is spent in activities necessary to obtain phencyclidine, use the phencyclidine, or recover from its effects..A great deal of time is spent in activities necessary to obtain the hallucinogen, use the hallucinogen, or recover from its effects..Recurrent phencyclidine use resulting in a failure to fulfill major role obligations at work, school, or home (e.g., repeated absences from work or poor work performance related to phencyclidine use; phencyclidine-related absences, suspensions, or expulsions from school; neglect of children or household)..Craving, or a strong desire or urge to use the hallucinogen..Craving, or a strong desire or urge to use phencyclidine..Phencyclidine use is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by the phencyclidine..Recurrent hallucinogen use in situations in which it is physically hazardous(e.g., driving an automobile or operating a machine when impaired by the hallucinogen)..Hallucinogen use is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by the hallucinogen..Recurrent phencyclidine use in situations in which it is physically hazardous (e.g., driving an automobile or operating a machine when impaired by a phencyclidine)..Continued phencyclidine use despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of the phencyclidine (e.g., arguments with a spouse about consequences of intoxication; physical fights)..Continued hallucinogen use despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of the hallucinogen (e.g., arguments with a spouse about consequences of intoxication; physical fights)..There is a persistent desire or unsuccessful efforts to cut down or control phencyclidine use..A markedly diminished effect with continued use of the same amount of the phencyclidine..A need for markedly increased amounts of the phencyclidine to achieve intoxication or desired effect..A need for markedly increased amounts of the hallucinogen to achieve intoxication or desired effect..A markedly diminished effect with continued use of the same amount of the hallucinogen..There is a persistent desire or unsuccessful efforts to cut down or control hallucinogen use..Tolerance, as defined by either of the following:.Tolerance, as defined by either of the following:.Important social, occupational, or recreational activities are given up or reduced because of phencyclidine use..Recurrent hallucinogen use resulting in a failure to fulfill major role obligations at work, school, or home (e.g., repeated absences from work or poor work performance related to hallucinogen use; hallucinogen-related absences, suspensions, or expulsions from school; neglect of children or household)..Important social, occupational, or recreational activities are given up or reduced because of hallucinogen use..A pattern of phencyclidine (or a pharmacologically similar substance) use leading to clinically significant impairment or distress, as manifested by at least two of the following, occurring within a 12-month period:.A problematic pattern of hallucinogen (other than phencyclidine) use leading to clinically significant impairment or distress, as manifested by at least two of the following, occurring within a 12-month period:.Phencyclidine is often taken in larger amounts or over a longer period than was intended..The hallucinogen is often taken in larger amounts or over a longer period than was intended.",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"196","F16.10_16",16,"A great deal of time is spent in activities necessary to obtain phencyclidine, use the phencyclidine, or recover from its effects..A great deal of time is spent in activities necessary to obtain the hallucinogen, use the hallucinogen, or recover from its effects..Recurrent phencyclidine use resulting in a failure to fulfill major role obligations at work, school, or home (e.g., repeated absences from work or poor work performance related to phencyclidine use; phencyclidine-related absences, suspensions, or expulsions from school; neglect of children or household)..Craving, or a strong desire or urge to use the hallucinogen..Craving, or a strong desire or urge to use phencyclidine..Phencyclidine use is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by the phencyclidine..Recurrent hallucinogen use in situations in which it is physically hazardous(e.g., driving an automobile or operating a machine when impaired by the hallucinogen)..Hallucinogen use is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by the hallucinogen..Recurrent phencyclidine use in situations in which it is physically hazardous (e.g., driving an automobile or operating a machine when impaired by a phencyclidine)..Continued phencyclidine use despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of the phencyclidine (e.g., arguments with a spouse about consequences of intoxication; physical fights)..Continued hallucinogen use despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of the hallucinogen (e.g., arguments with a spouse about consequences of intoxication; physical fights)..There is a persistent desire or unsuccessful efforts to cut down or control phencyclidine use..A markedly diminished effect with continued use of the same amount of the phencyclidine..A need for markedly increased amounts of the phencyclidine to achieve intoxication or desired effect..A need for markedly increased amounts of the hallucinogen to achieve intoxication or desired effect..A markedly diminished effect with continued use of the same amount of the hallucinogen..There is a persistent desire or unsuccessful efforts to cut down or control hallucinogen use..Tolerance, as defined by either of the following:.Tolerance, as defined by either of the following:.Important social, occupational, or recreational activities are given up or reduced because of phencyclidine use..Recurrent hallucinogen use resulting in a failure to fulfill major role obligations at work, school, or home (e.g., repeated absences from work or poor work performance related to hallucinogen use; hallucinogen-related absences, suspensions, or expulsions from school; neglect of children or household)..Important social, occupational, or recreational activities are given up or reduced because of hallucinogen use..A pattern of phencyclidine (or a pharmacologically similar substance) use leading to clinically significant impairment or distress, as manifested by at least two of the following, occurring within a 12-month period:.A problematic pattern of hallucinogen (other than phencyclidine) use leading to clinically significant impairment or distress, as manifested by at least two of the following, occurring within a 12-month period:.Phencyclidine is often taken in larger amounts or over a longer period than was intended..The hallucinogen is often taken in larger amounts or over a longer period than was intended.",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"197","F18.10_16",16,"A great deal of time is spent in activities necessary to obtain the inhalant substance, use it, or recover from its effects..Craving, or a strong desire or urge to use the inhalant substance..Recurrent use of the inhalant substance in situations in which it is physically hazardous..Use of the inhalant substance is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by the substance..Continued use of the inhalant substance despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of its use..A need for markedly increased amounts of the inhalant substance to achieve intoxication or desired effect..There is a persistent desire or unsuccessful efforts to cut down or control use of the inhalant substance..A markedly diminished effect with continued use of the same amount of the inhalant substance..Tolerance, as defined by either of the following:.Recurrent use of the inhalant substance resulting in a failure to fulfill major role obligations at work, school, or home..Important social, occupational, or recreational activities are given up or reduced because of use of the inhalant substance..A problematic pattern of use of a hydrocarbon-based inhalant substance leading to clinically significant impairment or distress, as manifested by at least two of the following, occurring within a 12-month period:.The inhalant substance is often taken in larger amounts or over a longer period than was intended.",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"198","F18.10_16",16,"A great deal of time is spent in activities necessary to obtain the inhalant substance, use it, or recover from its effects..Craving, or a strong desire or urge to use the inhalant substance..Recurrent use of the inhalant substance in situations in which it is physically hazardous..Use of the inhalant substance is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by the substance..Continued use of the inhalant substance despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of its use..A need for markedly increased amounts of the inhalant substance to achieve intoxication or desired effect..There is a persistent desire or unsuccessful efforts to cut down or control use of the inhalant substance..A markedly diminished effect with continued use of the same amount of the inhalant substance..Tolerance, as defined by either of the following:.Recurrent use of the inhalant substance resulting in a failure to fulfill major role obligations at work, school, or home..Important social, occupational, or recreational activities are given up or reduced because of use of the inhalant substance..A problematic pattern of use of a hydrocarbon-based inhalant substance leading to clinically significant impairment or distress, as manifested by at least two of the following, occurring within a 12-month period:.The inhalant substance is often taken in larger amounts or over a longer period than was intended.",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"199","F19.10_16",16,"A great deal of time is spent in activities necessary to obtain the substance, use the substance, or recover from its effects..The substance (or a closely related substance) is taken to relieve or avoid withdrawal symptoms..Recurrent use of the substance in situations in which it is physically hazardous..Use of the substance is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by the substance..Craving, or a strong desire or urge to use the substance..A need for markedly increased amounts of the substance to achieve intoxication or desired effect..A markedly diminished effect with continued use of the same amount of the substance..There is a persistent desire or unsuccessful efforts to cut down or control use of the substance..Tolerance, as defined by either of the following:.Withdrawal, as manifested by either of the following:.The characteristic withdrawal syndrome for other (or unknown) substance (refer to Criteria A and B of the criteria sets for other [or unknown] substance withdrawal, p.583)..Important social, occupational, or recreational activities are given up or reduced because of use of the substance..Continued use of the substance despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of its use..Recurrent use of the substance resulting in a failure to fulfill major role obligations at work, school, or home..The substance is often taken in larger amounts or over a longer period than was intended.",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
